expediente|cod_plan|des_plan|anio_apertura_expediente|exp_cerrado|exp_trasladado|tipo_traslado|exp_bloqueado|abandona|anio_convocatoria_acceso|convocatoria_acceso|acceso|des_acceso|sub_acceso|des_subacesso|nota_acceso|nota_admision_def|centro_escolar_acceso|sexo|fecha_nacimiento|cod_provincia|provincia|cod_municipio|municipio
1060|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.908|11.108|118-I.E.S. BARTOLOMÉ JOSÉ GALLARDO|H|1999-01-17|6.0|BADAJOZ|135.0|CAMPANARIO
1063|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.152|8.352|217-I.E.S. FRANCISCO DE ORELLANA|H|1999-08-26|10.0|CÁCERES|400.0|IBAHERNANDO
1065|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.126|9.926|118-I.E.S. BARTOLOMÉ JOSÉ GALLARDO|H|1999-01-13|6.0|BADAJOZ|190.0|LA CORONADA
1070|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.448|10.248|204-I.E.S. VIRGEN DEL PUERTO|H|1999-12-24|10.0|CÁCERES|580.0|PIORNAL
1078|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.214|6.214|127-I.E.S. VEGAS BAJAS|H|1999-09-20|6.0|BADAJOZ|435.0|MONTIJO
1083|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.49|9.09|128-I.E.S. LACIMURGA C. IULIA|H|1999-03-02|6.0|BADAJOZ|450.0|NAVALVILLAR DE PELA
1090|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.7|8.4|162-I.E.S. ZURBARÁN (Badajoz)|H|1999-12-24|6.0|BADAJOZ|1.0|BADAJOZ
1091|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|3|Formación Profesional|1|Ciclos formativos|6.57|6.57||H|1996-06-08|1.0|ARABA/ÁLAVA|1.0|VITORIA-GASTEIZ
1092|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.1|7.1|240-I.E.S. ÁGORA|H|1999-08-16|10.0|CÁCERES|1.0|CÁCERES
1098|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.835|6.835|183-I.E.S. TIERRA DE BARROS|H|1998-02-05|6.0|BADAJOZ|10.0|ACEUCHAL
1103|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.164|6.164|115-I.E.S. CASTILLO DE LUNA|H|1999-10-08|6.0|BADAJOZ|30.0|ALBURQUERQUE
1108|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.69|9.19|187-I.E.S. CIUDAD JARDÍN|D|1999-09-10|11.0|CÁDIZ|1.0|CÁDIZ
1109|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.774|5.774|170-I.E.S. SANTA EULALIA|D|1999-08-18|6.0|BADAJOZ|410.0|MÉRIDA
1112|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.472|6.772|113-I.E.S. EL POMAR|H|1997-03-16|6.0|BADAJOZ|81.0|LA BAZANA
1114|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.608|10.808|210-I.E.S. LUIS DE MORALES|H|1999-04-18|10.0|CÁCERES|84.0|ARROYO DE LA LUZ
1116|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.646|6.646|244-I.E.S. ALBALAT|D|1999-04-04|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
1117|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.2|6.2|137-I.E.S. PEDRO ALFONSO ORELLANA|H|1999-06-03|6.0|BADAJOZ|480.0|ORELLANA LA VIEJA
1119|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.784|6.384|224-I.E.S. TURGALIUM|H|1999-04-13|10.0|CÁCERES|272.0|LA CUMBRE
1124|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|E|N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.882|6.532|205-I.E.S. AL-QÁZERES|H|1999-07-05|1.0|ARABA/ÁLAVA|1.0|VITORIA-GASTEIZ
1131|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.966|7.066|109-I.E.S. ALBARREGAS|H|1999-08-07|6.0|BADAJOZ|410.0|MÉRIDA
1132|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|8.3|10.6|204-I.E.S. VIRGEN DEL PUERTO|H|1999-09-06|10.0|CÁCERES|584.0|PLASENCIA
1133|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.784|7.634|189-I.E.S. DE CASTUERA|H|1999-11-26|6.0|BADAJOZ|175.0|CASTUERA
1136|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|7.978|11.878|232-I.E.S. PROFESOR HERNÁNDEZ PACHECO|H|1999-08-31|28.0|MADRID|1.0|MADRID
1141|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.332|5.332|229-COLEGIO LA ASUNCIÓN (Cáceres)|H|1999-03-22|10.0|CÁCERES|1.0|CÁCERES
1142|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2013-14|JUN|1|Selectividad|5|LOE (Grados)|5.914|5.914|113-I.E.S. EL POMAR|H|1995-03-30|28.0|MADRID|1.0|MADRID
1144|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2015-16|EXT|1|Selectividad|5|LOE (Grados)|5.571|5.571|230-I.E.S. EL BROCENSE|H|1998-07-12|10.0|CÁCERES|1.0|CÁCERES
1146|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.56|5.56|226-I.E.S. GABRIEL Y GALÁN(Plasen)|H|1998-07-11|10.0|CÁCERES|584.0|PLASENCIA
1149|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.004|5.004|206-I.E.S. SAN PEDRO DE ALCÁNTARA|H|1998-06-01|10.0|CÁCERES|32.0|ALCÁNTARA
1150|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|3|Formación Profesional|1|Ciclos formativos|5.79|5.79|144-ESC. VIRGEN DE GUADALUPE (Ba)|H|1997-01-21|6.0|BADAJOZ|1.0|BADAJOZ
1151|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.393|5.393|231-I.E.S. NORBA CAESARINA|H|1999-11-04|10.0|CÁCERES|1.0|CÁCERES
1155|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2015-16|EXT|1|Selectividad|5|LOE (Grados)|5.332|5.332|189-I.E.S. DE CASTUERA|H|1998-08-28|6.0|BADAJOZ|175.0|CASTUERA
1159|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.852|5.852|207-I.E.S. PARQUE DE MONFRAGÜE|H|1999-09-17|10.0|CÁCERES|584.0|PLASENCIA
1160|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.332|8.232|155-COLEGIO EL TOMILLAR|H|1999-06-03|6.0|BADAJOZ|1.0|BADAJOZ
1163|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.17|7.07|156-COL. Nª. Sª. DEL CARMEN (Bad.)|H|1998-07-30|6.0|BADAJOZ|1.0|BADAJOZ
1164|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.554|7.054|134-COLEGIO CLARET|H|1999-09-21|6.0|BADAJOZ|215.0|DON BENITO
1165|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|7.942|9.242|180-I.E.S. RUTA DE LA PLATA|H|1999-02-04|6.0|BADAJOZ|120.0|CALAMONTE
1166|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.164|6.264|110-I.E.S. MELÉNDEZ VALDÉS|H|1999-09-21|6.0|BADAJOZ|410.0|MÉRIDA
1167|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.586|5.586|142-I.E.S. EUGENIO FRUTOS|H|1999-08-22|6.0|BADAJOZ|295.0|GUAREÑA
1170|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.65|7.15|142-I.E.S. EUGENIO FRUTOS|H|1999-12-09|6.0|BADAJOZ|295.0|GUAREÑA
1171|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.736|7.986|146-I.E.S. JOSÉ MANZANO|H|1999-01-27|50.0|ZARAGOZA|606.0|PINA DE EBRO
1173|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.14|8.84|213-I.E.S. MARIO ROSO DE LUNA|D|1999-08-16|10.0|CÁCERES|528.0|NAVEZUELAS
1174|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.35|6.45|159-SALESIANO RAMÓN IZQUIERDO|H|1998-02-25|6.0|BADAJOZ|1.0|BADAJOZ
1176|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|6.477|7.777|119-I.E.S. DONOSO CORTÉS|H|1999-08-27|6.0|BADAJOZ|215.0|DON BENITO
1177|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|E|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.848|10.148|238-COLEGIO LICENCIADOS REUNIDOS|H|1999-02-06|10.0|CÁCERES|1.0|CÁCERES
1178|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.3|9.0|131-I.E.S. CAROLINA CORONADO|D|1999-04-13|6.0|BADAJOZ|604.0|SANTA MARTA
1179|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.658|5.658|215-I.E.S. JALAMA|H|1999-06-28|10.0|CÁCERES|504.0|MORALEJA
1182|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.784|5.784|146-I.E.S. JOSÉ MANZANO|H|1999-02-01|6.0|BADAJOZ|215.0|DON BENITO
1183|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.908|5.908|173-COLEGIO SAN JOSÉ (Villafranca)|H|1999-08-01|6.0|BADAJOZ|740.0|VILLAFRANCA DE LOS BARROS
1184|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.26|7.36|222-I.E.S. GABRIEL Y GALÁN(MonteH)|H|1999-09-10|10.0|CÁCERES|740.0|TORRECILLA DE LOS ÁNGELES
1187|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.708|8.408|148-I.E.S. BEMBÉZAR|H|1999-07-03|6.0|BADAJOZ|70.0|AZUAGA
1191|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.518|6.818|190-I.E.S. DE LLERENA|H|1999-05-13|6.0|BADAJOZ|90.0|BERLANGA
1192|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.166|7.466|229-COLEGIO LA ASUNCIÓN (Cáceres)|H|1999-05-19|10.0|CÁCERES|1.0|CÁCERES
1196|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.804|9.404|164-I.E.S. ALBA PLATA|H|1999-05-27|6.0|BADAJOZ|365.0|LLERENA
1199|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.802|6.302|201-I.E.S. ZURBARÁN (Navalmoral)|H|1998-12-24|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
1201|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.256|6.256|119-I.E.S. DONOSO CORTÉS|D|1999-09-24|6.0|BADAJOZ|600.0|SANTA AMALIA
1202|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.544|6.744|131-I.E.S. CAROLINA CORONADO|H|1999-04-03|6.0|BADAJOZ|55.0|ALMENDRALEJO
1203|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.782|5.782|224-I.E.S. TURGALIUM|H|1999-03-12|10.0|CÁCERES|444.0|MADROÑERA
1205|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.932|8.532|117-I.E.S. ARROYO HARNINA|H|1999-01-05|6.0|BADAJOZ|55.0|ALMENDRALEJO
1206|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|E|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|7.056|7.056|208-I.E.S. G. TORRENTE BALLESTER|H|1999-10-23|10.0|CÁCERES|476.0|MIAJADAS
1207|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|E|N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.652|7.402|231-I.E.S. NORBA CAESARINA|H|1999-05-03|10.0|CÁCERES|1.0|CÁCERES
1208|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|3|Formación Profesional|1|Ciclos formativos|6.0|6.0|169-I.E.S. EXTREMADURA (Mérida)|H|1996-06-30|8.0|BARCELONA|300.0|L' HOSPITALET DE LLOBREGAT
1209|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.514|6.614|117-I.E.S. ARROYO HARNINA|H|1998-09-26||||
1210|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|JUN|3|Formación Profesional|1|Ciclos formativos|6.92|6.92|149-I.E.S. CASTELAR|H|1996-10-13|6.0|BADAJOZ|1.0|BADAJOZ
1211|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|6.686|8.786|242-I.E.S. PÉREZ COMENDADOR|H|1999-10-20|10.0|CÁCERES|584.0|PLASENCIA
1212|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2016-17|EXT|1|Selectividad|6|Bachillerato LOMCE|5.394|6.694|162-I.E.S. ZURBARÁN (Badajoz)|H|1999-01-02|6.0|BADAJOZ|1.0|BADAJOZ
1214|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2014-15|JUN|10|Traslado de Expediente (Estudios Españoles)|1|Prueba de Acceso a la Universidad||||H|1997-12-19|10.0|CÁCERES|804.0|VALENCIA DE ALCÁNTARA
1216|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|N|2015-16|EXT|1|Selectividad|5|LOE (Grados)|5.34|5.34|230-I.E.S. EL BROCENSE|H|1995-06-16|46.0|VALENCIA|1.0|VALENCIA
1218|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|17|Bachillerato Sin Prueba de Acceso|1|Orden ECD/1941/2016 - Disp. Transitoria Única|||134-COLEGIO CLARET|H|1997-11-18|6.0|BADAJOZ|600.0|SANTA AMALIA
1219|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|17|Bachillerato Sin Prueba de Acceso|1|Orden ECD/1941/2016 - Disp. Transitoria Única|||231-I.E.S. NORBA CAESARINA|H|1998-09-16|28.0|MADRID|450.0|MÓSTOLES
1226|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|S|I|N|S|2016-17|JUN|1|Selectividad|6|Bachillerato LOMCE|5.834|6.834|170-I.E.S. SANTA EULALIA|H|1999-05-05|6.0|BADAJOZ|410.0|MÉRIDA
1228|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2017-18|N|N||N|S|2016-17|JUN|3|Formación Profesional|1|Ciclos formativos|5.31|5.31|104-I.E.S. SANTIAGO APÓSTOL|H|1996-11-15||||
1232|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|5.941|7.091|236-I.E.S. VALLE DEL JERTE (Plas)|D|2000-09-08|10.0|CÁCERES|584.0|PLASENCIA
1234|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.436|7.786|238-COLEGIO LICENCIADOS REUNIDOS|H|2000-02-02|10.0|CÁCERES|1.0|CÁCERES
1238|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|S|I|N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.889|8.339|230-I.E.S. EL BROCENSE|H|2000-07-22|10.0|CÁCERES|1.0|CÁCERES
1243|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|7.066|8.766|223-I.E.S. SAN MARTÍN|H|2000-08-08|10.0|CÁCERES|712.0|TALAYUELA
1246|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.645|8.195|141-I.E.S. RODRÍGUEZ MOÑINO|H|1999-07-30||||
1258|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|7.503|8.753|167-COLEGIO MARÍA AUXILIADORA|H|2000-10-24|6.0|BADAJOZ|365.0|LLERENA
1262|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.511|7.861|136-I.E.S. SÁENZ DE BURUAGA|H|2000-06-08|6.0|BADAJOZ|410.0|MÉRIDA
1263|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.923|8.523|186-COLEGIO SANTA TERESA|H|2000-03-26|6.0|BADAJOZ|1.0|BADAJOZ
1264|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|8.147|11.197|235-SAGRADO CORAZÓN DE JESÚS (Cá)|H|2000-10-16|10.0|CÁCERES|584.0|PLASENCIA
1268|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2020-21|N|N||N|N|2017-18|JUN|10|Traslado de Expediente (Estudios Españoles)|1|Prueba de Acceso a la Universidad||||H|2000-09-15|6.0|BADAJOZ|1.0|BADAJOZ
1275|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|S|E|N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.325|9.525|126-I.E.S. CUATRO CAMINOS|H|2000-04-08|6.0|BADAJOZ|215.0|DON BENITO
1276|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.528|8.928|244-I.E.S. ALBALAT|H|2000-06-19|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
1287|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|S|I|N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|5.977|7.527|231-I.E.S. NORBA CAESARINA|H|2000-08-16|10.0|CÁCERES|1.0|CÁCERES
1288|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|S|I|N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|8.459|12.059|209-I.E.S. LOUSTAU-VALVERDE|H|2000-04-27|10.0|CÁCERES|804.0|VALENCIA DE ALCÁNTARA
1289|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|N|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.866|9.816|170-I.E.S. SANTA EULALIA|H|2000-09-27|6.0|BADAJOZ|410.0|MÉRIDA
1290|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|N||N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|6.635|7.735|230-I.E.S. EL BROCENSE|H|1995-01-18|10.0|CÁCERES|212.0|CASAS DE MILLÁN
1291|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2018-19|N|S|I|N|S|2017-18|JUN|1|Selectividad|6|Bachillerato LOMCE|8.091|10.341|175-I.E.S. ANTONIO DE NEBRIJA|D|2000-10-28|6.0|BADAJOZ|315.0|HIGUERA DE LA SERENA
